"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"298263","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","46","40 a 49 años","Femenino","1","1","Femenino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-27 01:20:00","Ciudad Autónoma de Buenos Aires","02"
"298264","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-27 07:20:00","Ciudad Autónoma de Buenos Aires","02"
"298265","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-27 09:40:00","Ciudad Autónoma de Buenos Aires","02"
"298266","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-27 08:55:00","Ciudad Autónoma de Buenos Aires","02"
"298267","Comisaría","Femenino","Otra/o no familiar","Psicológica","49","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-27 09:10:00","Ciudad Autónoma de Buenos Aires","02"
"298268","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-27 11:25:00","Ciudad Autónoma de Buenos Aires","02"
"298269","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-27 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"298270","Otra/o sobre una situación de conflicto familiar","Masculino","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-27 12:15:00","Ciudad Autónoma de Buenos Aires","02"
"298271","Familiar","Femenino","Otra/o familiar","Psicológica","4","0 a 5 años","Masculino","2","1","Masculino","Abuelo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-27 12:20:00","Ciudad Autónoma de Buenos Aires","02"
"298272","Comisaría","Femenino","Otra/o no familiar","Económica y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Hermano/a","La víctima no aceptó la intervención del Equipo Móvil","2019-06-27 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"298273","Comisaría","Femenino","Sin datos","Física y psicológica","18","18 a 29 años","Femenino","1","1","Femenino","Madre","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-27 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"298274","Comisaría","Masculino","No hay niñas/os","Psicológica","45","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-28 23:30:00","Ciudad Autónoma de Buenos Aires","02"
"298275","Comisaría","Femenino","No hay niñas/os","Psicológica","23","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-28 01:20:00","Ciudad Autónoma de Buenos Aires","02"
"298276","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","39","30 a 39 años","Femenino","4","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-28 01:40:00","Ciudad Autónoma de Buenos Aires","02"
"298277","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","33","30 a 39 años","Femenino","4","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-28 02:25:00","Ciudad Autónoma de Buenos Aires","02"
"298278","Víctima","Femenino","No hay niñas/os","Psicológica","53","50 a 59 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-28 08:00:00","Ciudad Autónoma de Buenos Aires","02"
"298279","Otra/o sobre una situación de conflicto familiar","Femenino","Otra/o familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-28 10:25:00","Ciudad Autónoma de Buenos Aires","02"
"298280","Comisaría","Masculino","No hay niñas/os","Física y psicológica","88","Más de 60 años","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-28 14:15:00","Ciudad Autónoma de Buenos Aires","02"
"298281","Otra/o sobre una situación de conflicto familiar","Femenino","Otra/o familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-28 17:45:00","Ciudad Autónoma de Buenos Aires","02"
"298282","Comisaría","Masculino","No hay niñas/os","Psicológica","35","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-28 18:50:00","Ciudad Autónoma de Buenos Aires","02"
"298283","Víctima","Femenino","Madre","Física y psicológica","42","40 a 49 años","Femenino","3","1","NS/NC","Ex pareja","Llamante solicitó información y/o orientación","2019-06-28 20:15:00","Ciudad Autónoma de Buenos Aires","02"
"298284","Comisaría","Masculino","Madre","Física y psicológica","15","12 a 17 años","Femenino","1","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-28 21:30:00","Ciudad Autónoma de Buenos Aires","02"
"298285","Víctima","Femenino","No hay niñas/os","Física y psicológica","16","12 a 17 años","Femenino","1","1","Femenino","Madre","No había móviles y/o Equipos para realizar la intervención","2019-06-29 23:00:00","Ciudad Autónoma de Buenos Aires","02"
"298286","Comisaría","Femenino","No hay niñas/os","Física y psicológica","21","18 a 29 años","Femenino","1","1","Femenino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-06-29 23:50:00","Ciudad Autónoma de Buenos Aires","02"
"298287","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","Femenino","1","1","NS/NC","Ex pareja","Se planificó intervención para otro momento","2019-06-29 23:00:00","Ciudad Autónoma de Buenos Aires","02"
"298288","Víctima","Femenino","No hay niñas/os","Psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-29 22:30:00","Ciudad Autónoma de Buenos Aires","02"
"298289","Comisaría","Femenino","No hay niñas/os","Física y psicológica","19","18 a 29 años","Femenino","1","1","Masculino","Hermano/a","No había móviles y/o Equipos para realizar la intervención","2019-06-29 23:30:00","Ciudad Autónoma de Buenos Aires","02"
"298290","Comisaría","Masculino","Padre","Física y psicológica","Sin dato","Sin dato","Masculino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-29 00:30:00","Ciudad Autónoma de Buenos Aires","02"
"298291","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","40","40 a 49 años","Femenino","5","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-29 01:30:00","Ciudad Autónoma de Buenos Aires","02"
"298292","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Masculino","3","1","Masculino","Otro/a conviviente","La víctima no aceptó la intervención del Equipo Móvil","2019-06-29 03:30:00","Ciudad Autónoma de Buenos Aires","02"
"298293","Familiar","Femenino","Sin datos","Psicológica","Sin dato","Sin dato","Femenino","2","1","Femenino","Abuelo/a","Llamante solicitó información y/o orientación","2019-06-29 10:35:00","Ciudad Autónoma de Buenos Aires","02"
"298294","Otro/a Particular","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Transgénero","2","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-29 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"298295","Vecina/o","Femenino","Sin datos","Psicológica","3","0 a 5 años","Masculino","1","2","Masculino","Padrastro","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-29 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"298296","Vecina/o","Femenino","Sin datos","Psicológica","3","0 a 5 años","Masculino","1","1","Masculino","Padrastro","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-29 12:50:00","Ciudad Autónoma de Buenos Aires","02"
"298297","Familiar","Femenino","Otra/o no familiar","Física y psicológica","2","0 a 5 años","Masculino","2","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-29 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"298298","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","42","40 a 49 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-06-29 14:30:00","Ciudad Autónoma de Buenos Aires","02"
"298299","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-06-29 14:20:00","Ciudad Autónoma de Buenos Aires","02"
"298300","Familiar","Femenino","No hay niñas/os","Física y psicológica","35","30 a 39 años","Masculino","1","2","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-29 14:35:00","Ciudad Autónoma de Buenos Aires","02"
"298301","Víctima","Masculino","No hay niñas/os","Física y psicológica","79","Más de 60 años","Masculino","1","1","Masculino","Hijo/a","No había móviles y/o Equipos para realizar la intervención","2019-06-29 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"298302","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","4","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-29 16:30:00","Ciudad Autónoma de Buenos Aires","02"
"298303","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-06-29 16:30:00","Ciudad Autónoma de Buenos Aires","02"
"298304","Víctima","Femenino","Madre","Física y psicológica","24","18 a 29 años","Femenino","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-06-29 17:30:00","Ciudad Autónoma de Buenos Aires","02"
"298305","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-29 17:50:00","Ciudad Autónoma de Buenos Aires","02"
"298306","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-29 18:40:00","Ciudad Autónoma de Buenos Aires","02"
"298307","Comisaría","Femenino","Otra/o no familiar","Psicológica","29","18 a 29 años","Femenino","5","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-06-29 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"298308","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-29 17:50:00","Ciudad Autónoma de Buenos Aires","02"
"298309","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","42","40 a 49 años","Femenino","5","1","Masculino","Ex pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-29 21:30:00","Ciudad Autónoma de Buenos Aires","02"
"298310","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-06-29 21:55:00","Ciudad Autónoma de Buenos Aires","02"
"298311","Vecina/o","Femenino","Otra/o no familiar","Económica y psicológica","Sin dato","Sin dato","Femenino","2","2","Masculino","Padre","Llamante solicitó información y/o orientación","2019-06-30 23:40:00","Ciudad Autónoma de Buenos Aires","02"
"298312","Otro/a Particular","Femenino","Otra/o familiar","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-06-30 00:00:00","Ciudad Autónoma de Buenos Aires","02"
"298313","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","29","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-30 01:35:00","Ciudad Autónoma de Buenos Aires","02"
"298314","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","32","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-30 02:00:00","Ciudad Autónoma de Buenos Aires","02"
"298315","Comisaría","Femenino","Otra/o no familiar","Psicológica","39","30 a 39 años","Femenino","6","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-30 02:30:00","Ciudad Autónoma de Buenos Aires","02"
"298316","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","26","18 a 29 años","Femenino","1","1","Masculino","Pareja","Se planificó intervención para otro momento","2019-06-30 00:15:00","Ciudad Autónoma de Buenos Aires","02"
"298317","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","36","30 a 39 años","Femenino","3","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-30 23:25:00","Ciudad Autónoma de Buenos Aires","02"
"298318","Familiar","Masculino","No hay niñas/os","Psicológica","77","Más de 60 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-06-30 05:40:00","Ciudad Autónoma de Buenos Aires","02"
"298319","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","24","18 a 29 años","Femenino","6","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-30 06:25:00","Ciudad Autónoma de Buenos Aires","02"
"298320","Víctima","Femenino","Madre","Psicológica","45","40 a 49 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-06-30 08:05:00","Ciudad Autónoma de Buenos Aires","02"
"298321","Víctima","Femenino","Madre","Física y psicológica","29","18 a 29 años","Femenino","3","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-06-30 08:55:00","Ciudad Autónoma de Buenos Aires","02"
"298322","NS/NC","NS/NC","Sin datos","Física y psicológica","1","0 a 5 años","Femenino","1","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2019-06-30 00:00:00","Ciudad Autónoma de Buenos Aires","02"
"298323","NS/NC","Femenino","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","1","1","Masculino","NS/NC","Llamante solicitó información y/o orientación","2019-06-30 00:00:00","Ciudad Autónoma de Buenos Aires","02"
"298324","Víctima","Masculino","Padre","Psicológica","41","40 a 49 años","Masculino","3","1","Femenino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-06-30 10:40:00","Ciudad Autónoma de Buenos Aires","02"
